task_id,method,category,cvsr,object_f1,critical_recall,relation_f1,binding_f1,repair_success,fatal_violation,evidence_precision,replay_success,llm_calls,tool_calls,repair_rounds,tokens,cost_usd,latency_ms
TN33-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN33-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN33-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN33-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,9723,0.00170352,55362.5
TN33-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,11754,0.00227976,101267.9
TN33-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,9980,0.0017754800000000003,60930.8
TN33-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,10148,0.00182014,72295.9
TN33-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,8962,0.00149044,43395.2
TN33-v2-repair,GenericMultiAgent-AllTools,repair,False,0.4,1.0,0.0,0.0,False,[],1.0,0.0,5,2,0,4621,0.0007942200000000001,18988.6
TN33-v2-repair,GenericMultiAgent-AllTools,repair,False,0.2143,1.0,0.2857,1.0,True,['R6'],1.0,0.0,5,6,0,4813,0.00084798,32638.1
TN33-v2-repair,GenericMultiAgent-AllTools,repair,False,0.2222,1.0,0.3333,0.0,True,[],1.0,0.0,5,5,0,4661,0.0008054199999999999,31852.4
TN33-v2-repair,GenericMultiAgent-AllTools,repair,False,0.5,1.0,0.0,0.0,False,[],1.0,0.0,5,1,0,4461,0.00074942,15744.7
TN33-v2-repair,GenericMultiAgent-AllTools,repair,False,0.2143,1.0,0.2857,1.0,True,['R2'],1.0,0.0,5,6,0,4633,0.00079758,16591.4
TN33-v2-repair,GenericRepair-AllTools,repair,False,0.75,1.0,0.3333,0.0,False,[],1.0,1.0,1,3,0,1142,0.00022092,10043.9
TN33-v2-repair,GenericRepair-AllTools,repair,False,0.75,1.0,0.3333,0.0,True,[],1.0,1.0,1,3,0,1204,0.00023828,9255.4
TN33-v2-repair,GenericRepair-AllTools,repair,False,0.1017,1.0,0.25,0.0,False,[],1.0,1.0,1,3,0,1475,0.00031416,7602.3
TN33-v2-repair,GenericRepair-AllTools,repair,False,0.6667,1.0,0.2857,0.0,True,[],1.0,1.0,1,3,0,1403,0.000294,9678.9
TN33-v2-repair,GenericRepair-AllTools,repair,False,0.2143,1.0,0.2857,0.0,False,['R6'],1.0,1.0,4,3,3,5908,0.00113918,34794.2
TN33-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1233,0.00017374,1360.3
TN33-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1233,0.00017374,2768.8
TN33-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1233,0.00017374,3912.5
TN33-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1233,0.00017374,5091.5
TN33-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1233,0.00017374,913.0
TN34-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN34-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN34-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN34-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN34-v2-repair,SingleAgent-AllTools,repair,False,1.0,1.0,0.0,0.0,False,"['R4', 'R6']",1.0,1.0,0,0,0,0,0.0,0.0
TN34-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,14104,0.0029328600000000002,119443.6
TN34-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,10,0,0,9735,0.00170128,57518.4
TN34-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,6,0,0,8291,0.0017123400000000001,54904.1
TN34-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,5,0,0,6311,0.0012621,41248.0
TN34-v2-repair,ReAct-AllTools,repair,False,0.0,0.0,0.0,0.0,False,[],0.0,0.0,3,0,0,3729,0.0007434,22192.5
TN34-v2-repair,GenericMultiAgent-AllTools,repair,False,0.4,1.0,0.0,0.0,False,['R6'],1.0,0.0,5,2,0,4574,0.0007782599999999999,20778.9
TN34-v2-repair,GenericMultiAgent-AllTools,repair,False,0.2143,1.0,0.2857,1.0,False,"['R2', 'R6']",1.0,0.0,5,6,0,4769,0.00083286,19715.7
TN34-v2-repair,GenericMultiAgent-AllTools,repair,False,0.0,1.0,0.0,0.0,False,[],0.0,0.0,5,0,0,5934,0.0011590600000000002,26226.0
TN34-v2-repair,GenericMultiAgent-AllTools,repair,False,0.4,1.0,0.0,0.0,False,[],1.0,0.0,5,2,0,4158,0.0006617799999999999,17201.5
TN34-v2-repair,GenericMultiAgent-AllTools,repair,False,0.75,1.0,0.3333,0.0,False,['R6'],1.0,0.0,5,5,0,5497,0.0010367,21951.4
TN34-v2-repair,GenericRepair-AllTools,repair,False,0.2143,1.0,0.2857,0.0,False,['R6'],1.0,1.0,4,3,3,5973,0.00116116,26560.4
TN34-v2-repair,GenericRepair-AllTools,repair,False,0.2143,1.0,0.2857,0.0,False,['R6'],1.0,1.0,4,3,3,6229,0.00121842,83431.9
TN34-v2-repair,GenericRepair-AllTools,repair,False,0.1224,1.0,0.2,0.0,False,['R6'],1.0,1.0,4,3,3,8897,0.00186494,108754.5
TN34-v2-repair,GenericRepair-AllTools,repair,False,0.6,1.0,0.25,0.0,False,[],1.0,1.0,1,3,0,1361,0.00028168,7936.1
TN34-v2-repair,GenericRepair-AllTools,repair,False,0.2222,1.0,0.3333,0.0,True,[],1.0,1.0,1,3,0,1232,0.00024556,7166.0
TN34-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1253,0.00017654,1214.4
TN34-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1253,0.00017654,1012.9
TN34-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1253,0.00017654,2140.8
TN34-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1253,0.00017654,1818.7
TN34-v2-repair,KAFarmTwin-TypedRepair,repair,False,1.0,1.0,0.0,1.0,True,[],1.0,1.0,1,5,1,1253,0.00017654,1254.7
TN41-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,2.2
TN41-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,1.6
TN41-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,1.1
TN41-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,1.1
TN41-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,1.5
TN41-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,10743,0.0020356,73827.9
TN41-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,8161,0.0013158599999999996,45115.5
TN41-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,10503,0.00196924,99809.1
TN41-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,9005,0.0015498,53344.4
TN41-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,9225,0.0016114,36841.8
TN41-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,4,0,4610,0.0008100399999999999,44309.1
TN41-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,6,0,4764,0.0008531599999999999,31384.5
TN41-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,2,0,5054,0.00093436,23370.8
TN41-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,3,0,4717,0.00084,20800.4
TN41-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,6,0,5447,0.0010444,31893.9
TN41-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,3,0,1523,0.00033138,8530.6
TN41-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,3,0,1541,0.00033642,11996.9
TN41-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,3,0,1367,0.0002877,6233.8
TN41-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,4,3,3,5163,0.0009748199999999999,22475.1
TN41-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,1,0,1879,0.00043106,15731.1
TN41-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,1.4
TN41-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,1.2
TN41-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.8
TN41-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.8
TN41-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.8
TN42-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.8
TN42-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.5
TN42-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.6
TN42-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.6
TN42-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.5
TN42-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,12228,0.0024546200000000002,84816.5
TN42-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,8176,0.0013125,26850.8
TN42-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,10478,0.00196462,72299.5
TN42-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,7769,0.00120274,22938.6
TN42-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,8059,0.0012831000000000001,50198.4
TN42-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,3,0,4304,0.00072506,18178.4
TN42-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,4,0,4359,0.0007404600000000001,17066.3
TN42-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,5,0,4502,0.0007805,21446.0
TN42-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,3,0,4106,0.00066962,17463.0
TN42-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,3,0,4346,0.0007368199999999999,28993.1
TN42-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,3,0,1398,0.00029652,9401.4
TN42-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,4,3,3,5329,0.0010162600000000002,28380.6
TN42-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,3,0,1167,0.00023184,17679.8
TN42-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,3,0,1025,0.00019208,4928.5
TN42-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,3,0,1431,0.00030576,10064.5
TN42-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,2.1
TN42-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,1.2
TN42-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,1.0
TN42-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,1.0
TN42-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.7
TN43-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.6
TN43-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.5
TN43-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.5
TN43-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.5
TN43-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.5
TN43-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,11355,0.00220542,124115.2
TN43-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,7878,0.0012310200000000002,50922.1
TN43-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,8187,0.00132286,87817.1
TN43-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,8252,0.00133462,210099.3
TN43-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,9848,0.0017858400000000001,76318.4
TN43-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,5,0,4508,0.00078148,30371.1
TN43-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,3,0,4282,0.0007182,15424.5
TN43-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,3,0,4455,0.00076664,50735.1
TN43-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,3,0,4465,0.00076944,24635.4
TN43-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,5,0,4600,0.0008072400000000001,21246.1
TN43-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,1,0,1879,0.00043106,17703.6
TN43-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,1,0,1879,0.00043106,14692.4
TN43-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,3,0,996,0.00018382,2846.0
TN43-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,1,0,1879,0.00043106,15296.9
TN43-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,1,0,1879,0.00043106,16115.4
TN43-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,1.4
TN43-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,1.3
TN43-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.8
TN43-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.9
TN43-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.9
TN44-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.7
TN44-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.6
TN44-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.6
TN44-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.6
TN44-v2-mem,SingleAgent-AllTools,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.6
TN44-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,8394,0.00136962,133886.7
TN44-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,9146,0.0015805999999999997,60116.6
TN44-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,8488,0.0013936999999999999,31746.2
TN44-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,8614,0.0014203,110806.0
TN44-v2-mem,ReAct-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],0.0,0.0,10,0,0,7857,0.00122094,166405.8
TN44-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,3,0,4306,0.00072282,36708.6
TN44-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,6,0,5724,0.00111986,24029.8
TN44-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,7,0,5033,0.0009263799999999999,49387.6
TN44-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,4,0,4333,0.00073038,98746.4
TN44-v2-mem,GenericMultiAgent-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,0.0,5,3,0,5251,0.0009874200000000001,26232.9
TN44-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,3,0,1377,0.00029008,6325.5
TN44-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,1,0,1882,0.00043148,14372.0
TN44-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,1,0,1882,0.00043148,15575.1
TN44-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,1,3,0,1549,0.00033824,12665.2
TN44-v2-mem,GenericRepair-AllTools,mem,False,0.0,1.0,0.0,0.0,,[],1.0,1.0,2,3,1,2642,0.00051562,11372.5
TN44-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,1.5
TN44-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.9
TN44-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.9
TN44-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.9
TN44-v2-mem,KAFarmTwin-TypedRepair,mem,True,0.0,1.0,0.0,0.0,,[],1.0,1.0,0,2,0,0,0.0,0.7
